casePath,time,nCells,totalVolume,hEff,TmaxRoom,TavgRoom,T95Room,roomHotspotThreshold,roomHotspotVolume,roomHotspotVolumeFraction,TmaxRackInlet,TavgRackInlet,T95RackInlet,rackInletRiskThreshold,rackInletHotspotVolume,rackInletHotspotFraction,nRackInletCells,returnOutletTareaAvg,returnOutletTmassFlowAvg,returnOutletOutflowFlux,pressureField,supplyPressureAvg,returnPressureAvg,deltaP_supply_minus_return,caseID,caseName,folder,Usupply,Tsupply,totalRackPowerW,expectedSupplyFlow,description,caseDir,TavgRackInletRise,T95RackInletRise,TmaxRackInletRise,TavgRoomRise,T95RoomRise,TmaxRoomRise,returnTempRise,flowBalanceErrorPercent,pressurePowerProxy,airChangesPerHour,estimatedHeatRemovedW,heatBalanceErrorPercent
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,4000,105000,105,0.1,326.9485,312.082330595,318.8228,315,37.716,0.3592,320.1085,307.716903835,318.9965,305,1.375,0.651041666667,2112,316.237179,315.875865531,1.0455750357,p_rgh,0.679904217361,0,0.679904217361,C05,overloadedRack_L2,C05_overloadedRack_L2,0.75,291,23000,1.08,Rack L2 overloaded to 8 kW; others 3 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,16.7169,27.9965,29.1085,21.0823,27.8228,35.9485,24.8759,3.187497,0.710891,35.8483,31367.558,36.3807
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,5000,105000,105,0.1,329.0869,312.407052402,320.2917,315,46.23,0.440285714285,321.0389,306.879464678,318.2681,305,1.307,0.61884469697,2112,315.257116667,314.933630789,1.0502538457,p_rgh,0.696438585417,0,0.696438585417,C05,overloadedRack_L2,C05_overloadedRack_L2,0.75,291,23000,1.08,Rack L2 overloaded to 8 kW; others 3 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,15.8795,27.2681,30.0389,21.4071,29.2917,38.0869,23.9336,2.754274,0.731437,36.0087,30314.484,31.8021
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,6000,105000,105,0.1,323.3225,312.463722433,320.4194,315,47.452,0.451923809523,320.0469,305.132629167,317.9014,305,1.121,0.530776515152,2112,317.902256,316.219499417,1.017131053,p_rgh,0.745946342361,0,0.745946342361,C05,overloadedRack_L2,C05_overloadedRack_L2,0.75,291,23000,1.08,Rack L2 overloaded to 8 kW; others 3 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,14.1326,26.9014,29.0469,21.4637,29.4194,32.3225,25.2195,5.821199,0.758725,34.8731,30935.752,34.5033
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,7000,105000,105,0.1,327.4112,311.913310468,319.0433,315,35.101,0.334295238095,324.546,308.620154119,321.3459,305,1.428,0.676136363636,2112,314.094789333,314.481808846,1.0478105325,p_rgh,0.808505275,0,0.808505275,C05,overloadedRack_L2,C05_overloadedRack_L2,0.75,291,23000,1.08,Rack L2 overloaded to 8 kW; others 3 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,17.6202,30.3459,33.5460,20.9133,28.0433,36.4112,23.4818,2.980506,0.847160,35.9249,29673.011,29.0131
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05,8000,105000,105,0.1,328.8373,312.50679586,320.8916,315,46.682,0.44459047619,323.8857,309.845315814,322.2916,305,1.475,0.698390151515,2112,316.938143667,316.385395173,1.0360401671,p_rgh,0.678414691667,0,0.678414691667,C05,overloadedRack_L2,C05_overloadedRack_L2,0.75,291,23000,1.08,Rack L2 overloaded to 8 kW; others 3 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C05_overloadedRack_L2,18.8453,31.2916,32.8857,21.5068,29.8916,37.8373,25.3854,4.070355,0.702865,35.5214,31718.149,37.9050
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,4000,105000,105,0.1,348.9449,332.333012172,343.7489,315,99.6170000001,0.948733333333,346.7835,329.243491004,342.7555,305,1.814,0.858901515152,2112,336.079600333,334.887454272,0.73000067123,p_rgh,0.755767747222,0,0.755767747222,C06,worstCase_lowFlow_highLoad,C06_worstCase_lowFlow_highLoad,0.50,291,30000,0.72,Low flow with all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,38.2435,51.7555,55.7835,41.3330,52.7489,57.9449,43.8875,1.388982,0.551711,25.0286,38637.673,28.7922
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,5000,105000,105,0.1,349.4088,332.291285443,341.6774,315,98.5730000001,0.93879047619,346.0494,327.684337547,343.345,305,1.825,0.864109848485,2112,338.546251,338.119218752,0.72183260058,p_rgh,0.988551053472,0,0.988551053472,C06,worstCase_lowFlow_highLoad,C06_worstCase_lowFlow_highLoad,0.50,291,30000,0.72,Low flow with all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,36.6843,52.3450,55.0494,41.2913,50.6774,58.4088,47.1192,0.254528,0.713568,24.7485,41018.699,36.7290
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,6000,105000,105,0.1,345.3036,331.506204782,341.3924,315,97.0230000001,0.924028571428,343.9139,327.670456676,339.6992,305,1.845,0.873579545455,2112,337.768460333,337.776323832,0.70876593025,p_rgh,0.821336975694,0,0.821336975694,C06,worstCase_lowFlow_highLoad,C06_worstCase_lowFlow_highLoad,0.50,291,30000,0.72,Low flow with all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,36.6705,48.6992,52.9139,40.5062,50.3924,54.3036,46.7763,1.560287,0.582136,24.3005,39983.078,33.2769
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,7000,105000,105,0.1,349.3262,331.883987756,341.561,315,98.7180000001,0.940171428571,346.2273,327.434061837,341.8683,305,1.789,0.847064393939,2112,340.286419,339.009287274,0.72606532024,p_rgh,0.933602314583,0,0.933602314583,C06,worstCase_lowFlow_highLoad,C06_worstCase_lowFlow_highLoad,0.50,291,30000,0.72,Low flow with all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,36.4341,50.8683,55.2273,40.8840,50.5610,58.3262,48.0093,0.842406,0.677856,24.8937,42038.602,40.1287
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06,8000,105000,105,0.1,350.1525,333.161878373,343.257,315,100.564,0.957752380952,347.6725,329.286361174,345.4881,305,1.841,0.871685606061,2112,335.020586333,332.033152503,0.70077437658,p_rgh,0.788096605556,0,0.788096605556,C06,worstCase_lowFlow_highLoad,C06_worstCase_lowFlow_highLoad,0.50,291,30000,0.72,Low flow with all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C06_worstCase_lowFlow_highLoad,38.2864,54.4881,56.6725,42.1619,52.2570,59.1525,41.0332,2.670225,0.552278,24.0266,34678.508,15.5950
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,4000,105000,105,0.1,328.1562,311.893912562,320.9309,315,38.98,0.371238095238,325.5928,308.826723674,323.481,305,1.29,0.610795454545,2112,317.7692,317.528211271,1.3860339754,p_rgh,0.740424407639,0,0.740424407639,C07,mitigation_highFlow_highLoad,C07_mitigation_highFlow_highLoad,1.00,291,30000,1.44,High flow mitigation for all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,17.8267,32.4810,34.5928,20.8939,29.9309,37.1562,26.5282,3.747641,1.026253,47.5212,44343.417,47.8114
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,5000,105000,105,0.1,330.252,311.332842653,320.6567,315,35.218,0.335409523809,327.5152,304.477468419,321.1128,305,0.912,0.431818181818,2112,317.913851667,317.690766124,1.3551520476,p_rgh,0.729984344444,0,0.729984344444,C07,mitigation_highFlow_highLoad,C07_mitigation_highFlow_highLoad,1.00,291,30000,1.44,High flow mitigation for all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,13.4775,30.1128,36.5152,20.3328,29.6567,39.2520,26.6908,5.892219,0.989240,46.4624,43621.076,45.4036
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,6000,105000,105,0.1,327.5226,311.544065065,320.3521,315,34.637,0.329876190476,323.1566,306.134211553,320.7981,305,1.088,0.515151515152,2112,316.791911,316.359843626,1.380739219,p_rgh,0.6537608875,0,0.6537608875,C07,mitigation_highFlow_highLoad,C07_mitigation_highFlow_highLoad,1.00,291,30000,1.44,High flow mitigation for all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,15.1342,29.7981,32.1566,20.5441,29.3521,36.5226,25.3598,4.115332,0.902673,47.3396,42228.489,40.7616
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,7000,105000,105,0.1,330.818,311.619794062,321.2981,315,39.115,0.372523809523,326.5759,305.944825426,321.9668,305,1.098,0.519886363636,2112,317.079803667,316.989091808,1.375881119,p_rgh,0.657017877083,0,0.657017877083,C07,mitigation_highFlow_highLoad,C07_mitigation_highFlow_highLoad,1.00,291,30000,1.44,High flow mitigation for all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,14.9448,30.9668,35.5759,20.6198,30.2981,39.8180,25.9891,4.452700,0.903978,47.1731,43124.028,43.7468
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07,8000,105000,105,0.1,329.1521,312.17550157,322.1365,315,42.985,0.40938095238,323.9851,304.834092661,320.1558,305,1.003,0.47490530303,2112,315.589947667,315.259641463,1.391732822,p_rgh,0.584382404167,0,0.584382404167,C07,mitigation_highFlow_highLoad,C07_mitigation_highFlow_highLoad,1.00,291,30000,1.44,High flow mitigation for all racks at 5 kW,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C07_mitigation_highFlow_highLoad,13.8341,29.1558,32.9851,21.1755,31.1365,38.1521,24.2596,3.351887,0.813304,47.7166,40718.105,35.7270
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08,4000,105000,105,0.1,342.0342,323.56609663,331.9213,315,93.0030000001,0.885742857142,335.2257,318.5855509,331.6799,305,1.706,0.807765151515,2112,329.501792,327.648303412,0.67639612259,p_rgh,0.654348597917,0,0.654348597917,C08,overloadedRack_L2_lowFlow,C08_overloadedRack_L2_lowFlow,0.50,291,23000,0.72,Overloaded L2 with low supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,27.5856,40.6799,44.2257,32.5661,40.9213,51.0342,36.6483,6.056094,0.442599,23.1907,29895.257,29.9794
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08,5000,105000,105,0.1,337.743,323.363452665,332.0785,315,95.9160000001,0.913485714285,332.9562,317.30984929,330.5991,305,1.763,0.834753787879,2112,327.646621333,327.432031128,0.69827655446,p_rgh,0.837437619444,0,0.837437619444,C08,overloadedRack_L2_lowFlow,C08_overloadedRack_L2_lowFlow,0.50,291,23000,0.72,Overloaded L2 with low supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,26.3098,39.5991,41.9562,32.3635,41.0785,46.7430,36.4320,3.017145,0.584763,23.9409,30680.198,33.3922
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08,6000,105000,105,0.1,337.9677,322.692269705,331.3288,315,90.8520000001,0.865257142857,333.6113,317.923325426,329.834,305,1.759,0.832859848485,2112,327.415563,327.214854707,0.70705876324,p_rgh,0.819532209028,0,0.819532209028,C08,overloadedRack_L2_lowFlow,C08_overloadedRack_L2_lowFlow,0.50,291,23000,0.72,Overloaded L2 with low supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,26.9233,38.8340,42.6113,31.6923,40.3288,46.9677,36.2149,1.797394,0.579457,24.2420,30880.873,34.2647
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08,7000,105000,105,0.1,342.0836,322.390324286,334.318,315,84.713,0.80679047619,332.9228,315.839434612,330.561,305,1.648,0.780303030303,2112,325.737265333,325.731334552,0.710398959043,p_rgh,0.973262714583,0,0.973262714583,C08,overloadedRack_L2_lowFlow,C08_overloadedRack_L2_lowFlow,0.50,291,23000,0.72,Overloaded L2 with low supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,24.8394,39.5610,41.9228,31.3903,43.3180,51.0836,34.7313,1.333478,0.691405,24.3565,29755.763,29.3729
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08,8000,105000,105,0.1,341.0532,323.062590771,332.7773,315,88.0610000001,0.838676190476,335.1122,316.043517282,329.8453,305,1.685,0.797821969697,2112,327.376514667,327.272454508,0.683473935162,p_rgh,0.676613128472,0,0.676613128472,C08,overloadedRack_L2_lowFlow,C08_overloadedRack_L2_lowFlow,0.50,291,23000,0.72,Overloaded L2 with low supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C08_overloadedRack_L2_lowFlow,25.0435,38.8453,44.1122,32.0626,41.7773,50.0532,36.2725,5.073065,0.462447,23.4334,29898.280,29.9925
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09,4000,105000,105,0.1,323.0889,307.436193261,316.3786,315,10.461,0.0996285714284,315.1581,298.498055114,312.3584,305,0.361,0.170928030303,2112,305.411388333,305.346117958,1.372027555,p_rgh,0.557400845139,0,0.557400845139,C09,overloadedRack_L2_highFlow,C09_overloadedRack_L2_highFlow,1.00,291,23000,1.44,Overloaded L2 with high supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,7.498055,21.3584,24.1581,16.4362,25.3786,32.0889,14.3461,4.720309,0.764769,47.0409,23738.023,3.208794
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09,5000,105000,105,0.1,327.0351,306.708856848,315.2975,315,5.925,0.0564285714285,317.2041,300.465777888,314.7684,305,0.587,0.277935606061,2112,306.261645,305.564694205,1.3812269165,p_rgh,0.591401345139,0,0.591401345139,C09,overloadedRack_L2_highFlow,C09_overloadedRack_L2_highFlow,1.00,291,23000,1.44,Overloaded L2 with high supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,9.465778,23.7684,26.2041,15.7089,24.2975,36.0351,14.5647,4.081464,0.816859,47.3564,24261.280,5.483826
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09,6000,105000,105,0.1,323.9204,306.323719882,313.4867,315,2.49,0.0237142857143,314.7608,300.369559564,312.4723,305,0.739,0.34990530303,2112,309.407715333,308.969875672,1.3669020194,p_rgh,0.622812288889,0,0.622812288889,C09,overloadedRack_L2_highFlow,C09_overloadedRack_L2_highFlow,1.00,291,23000,1.44,Overloaded L2 with high supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,9.369560,21.4723,23.7608,15.3237,22.4867,32.9204,17.9699,5.076249,0.851323,46.8652,29623.050,28.7959
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09,7000,105000,105,0.1,322.8083,306.855542641,314.3086,315,4.17,0.0397142857142,314.9303,299.438486269,312.8109,305,0.551,0.260890151515,2112,307.623602333,307.342564525,1.383355092,p_rgh,0.639035296528,0,0.639035296528,C09,overloadedRack_L2_highFlow,C09_overloadedRack_L2_highFlow,1.00,291,23000,1.44,Overloaded L2 with high supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,8.438486,21.8109,23.9303,15.8555,23.3086,31.8083,16.3426,3.933674,0.884013,47.4293,27264.729,18.5423
/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09,8000,105000,105,0.1,323.675,306.75126684,314.5088,315,4.596,0.0437714285714,316.8873,300.508255019,313.1202,305,0.633,0.299715909091,2112,305.67939,305.734589347,1.377649793,p_rgh,0.57255051875,0,0.57255051875,C09,overloadedRack_L2_highFlow,C09_overloadedRack_L2_highFlow,1.00,291,23000,1.44,Overloaded L2 with high supply velocity,/home/pankaj/Documents/HVAC/ThermoFOAM-DC-v01-publication/cases/parameterstudy/C09_overloadedRack_L2_highFlow,9.508255,22.1202,25.8873,15.7513,23.5088,32.6750,14.7346,4.329875,0.788774,47.2337,24480.719,6.437910
